Time - Measured Data 0-Load,TDMS Value - Measured Data 0-Load,Time - Measured Data 0-Pressure,TDMS Value 2 - Measured Data 0-Pressure,Time - Measured Data 0-LVDT2,TDMS Value 3 - Measured Data 0-LVDT2
32:02.8,133.506,32:02.8,133.288,32:02.8,0.946617
32:02.9,133.556,32:02.9,133.422,32:02.9,0.948333
32:03.0,133.656,32:03.0,133.504,32:03.0,0.95079
32:03.1,133.704,32:03.1,133.395,32:03.1,0.952721
32:03.2,133.733,32:03.2,133.518,32:03.2,0.95396
32:03.3,133.563,32:03.3,133.425,32:03.3,0.956445
32:03.4,133.705,32:03.4,133.603,32:03.4,0.958343
32:03.5,133.851,32:03.5,133.285,32:03.5,0.959953
32:03.6,133.781,32:03.6,133.483,32:03.6,0.961976
32:03.7,133.798,32:03.7,133.54,32:03.7,0.963952
32:03.8,133.822,32:03.8,133.513,32:03.8,0.965451
32:03.9,133.937,32:03.9,133.507,32:03.9,0.967641
32:04.0,133.97,32:04.0,133.488,32:04.0,0.969535
32:04.1,133.967,32:04.1,133.57,32:04.1,0.971196
32:04.2,134.009,32:04.2,133.781,32:04.2,0.974024
32:04.3,134.043,32:04.3,133.68,32:04.3,0.975588
32:04.4,134.017,32:04.4,133.532,32:04.4,0.97787
32:04.5,133.959,32:04.5,133.643,32:04.5,0.979481
32:04.6,134.123,32:04.6,133.624,32:04.6,0.980892
32:04.7,134.086,32:04.7,133.643,32:04.7,0.983271
32:04.8,134.108,32:04.8,133.645,32:04.8,0.984365
32:04.9,134.092,32:04.9,133.602,32:04.9,0.986003
32:05.0,134.204,32:05.0,133.778,32:05.0,0.989145
32:05.1,134.206,32:05.1,133.756,32:05.1,0.990396
32:05.2,134.226,32:05.2,133.59,32:05.2,0.992198
32:05.3,134.29,32:05.3,133.757,32:05.3,0.99412
32:05.4,134.263,32:05.4,133.859,32:05.4,0.996141
32:05.5,134.277,32:05.5,133.753,32:05.5,0.998462
32:05.6,134.257,32:05.6,133.873,32:05.6,1.00052
32:05.7,134.353,32:05.7,133.679,32:05.7,1.00208
32:05.8,134.309,32:05.8,133.727,32:05.8,1.00397
32:05.9,134.409,32:05.9,133.933,32:05.9,1.00627
32:06.0,134.36,32:06.0,133.811,32:06.0,1.00762
32:06.1,134.476,32:06.1,134.026,32:06.1,1.01015
32:06.2,134.348,32:06.2,134.014,32:06.2,1.01201
32:06.3,134.435,32:06.3,134.07,32:06.3,1.01385
32:06.4,134.426,32:06.4,134.009,32:06.4,1.01583
32:06.5,134.398,32:06.5,133.882,32:06.5,1.01737
32:06.6,134.479,32:06.6,133.833,32:06.6,1.01953
32:06.7,134.538,32:06.7,133.821,32:06.7,1.02123
32:06.8,134.569,32:06.8,134.113,32:06.8,1.02324
32:06.9,134.548,32:06.9,133.932,32:06.9,1.02502
32:07.0,134.635,32:07.0,134.057,32:07.0,1.02796
32:07.1,134.628,32:07.1,134.005,32:07.1,1.02946
32:07.2,134.665,32:07.2,134.189,32:07.2,1.03141
32:07.3,134.712,32:07.3,134.222,32:07.3,1.03317
32:07.4,134.547,32:07.4,134.2,32:07.4,1.03501
32:07.5,134.683,32:07.5,134.199,32:07.5,1.03702
32:07.6,134.735,32:07.6,134.161,32:07.6,1.03833
32:07.7,134.713,32:07.7,134.276,32:07.7,1.04118
32:07.8,134.752,32:07.8,134.043,32:07.8,1.04249
32:07.9,134.731,32:07.9,134.248,32:07.9,1.04502
32:08.0,134.811,32:08.0,134.241,32:08.0,1.04623
32:08.1,134.849,32:08.1,134.21,32:08.1,1.04784
32:08.2,134.856,32:08.2,134.287,32:08.2,1.05108
32:08.3,134.878,32:08.3,134.387,32:08.3,1.05223
32:08.4,134.896,32:08.4,134.299,32:08.4,1.0539
32:08.5,135.013,32:08.5,134.357,32:08.5,1.0564
32:08.6,134.865,32:08.6,134.414,32:08.6,1.05822
32:08.7,134.822,32:08.7,134.171,32:08.7,1.06033
32:08.8,134.851,32:08.8,134.306,32:08.8,1.06181
32:08.9,134.987,32:08.9,134.31,32:08.9,1.06373
32:09.0,135.03,32:09.0,134.358,32:09.0,1.0659
32:09.1,134.99,32:09.1,134.396,32:09.1,1.06717
32:09.2,135.118,32:09.2,134.4,32:09.2,1.06919
32:09.3,135.447,32:09.3,134.605,32:09.3,1.07168
32:09.4,136.175,32:09.4,134.498,32:09.4,1.07301
32:09.5,136.891,32:09.5,134.497,32:09.5,1.07447
32:09.6,137.724,32:09.6,134.521,32:09.6,1.07663
32:09.7,138.483,32:09.7,134.541,32:09.7,1.07696
32:09.8,139.346,32:09.8,134.556,32:09.8,1.07958
32:09.9,140.152,32:09.9,134.505,32:09.9,1.08076
32:10.0,140.948,32:10.0,134.422,32:10.0,1.08244
32:10.1,141.782,32:10.1,134.494,32:10.1,1.08395
32:10.2,142.503,32:10.2,134.31,32:10.2,1.08487
32:10.3,143.223,32:10.3,134.57,32:10.3,1.08694
32:10.4,144.146,32:10.4,134.469,32:10.4,1.08818
32:10.5,144.876,32:10.5,134.384,32:10.5,1.0903
32:10.6,145.737,32:10.6,134.526,32:10.6,1.09137
32:10.7,146.531,32:10.7,134.537,32:10.7,1.09306
32:10.8,147.396,32:10.8,134.412,32:10.8,1.09362
32:10.9,148.206,32:10.9,134.373,32:10.9,1.09642
32:11.0,149.076,32:11.0,134.763,32:11.0,1.09711
32:11.1,149.709,32:11.1,134.627,32:11.1,1.09902
32:11.2,150.689,32:11.2,134.511,32:11.2,1.10001
32:11.3,151.523,32:11.3,134.524,32:11.3,1.10231
32:11.4,152.183,32:11.4,134.563,32:11.4,1.10313
32:11.5,153.143,32:11.5,134.442,32:11.5,1.1045
32:11.6,153.998,32:11.6,134.358,32:11.6,1.10648
32:11.7,154.756,32:11.7,134.564,32:11.7,1.10746
32:11.8,155.635,32:11.8,134.462,32:11.8,1.1098
32:11.9,156.412,32:11.9,134.408,32:11.9,1.1107
32:12.0,157.331,32:12.0,134.613,32:12.0,1.11279
32:12.1,158.17,32:12.1,134.534,32:12.1,1.11445
32:12.2,158.914,32:12.2,134.591,32:12.2,1.11567
32:12.3,159.84,32:12.3,134.545,32:12.3,1.11642
32:12.4,160.709,32:12.4,134.534,32:12.4,1.1185
32:12.5,161.56,32:12.5,134.416,32:12.5,1.12006
32:12.6,162.326,32:12.6,134.57,32:12.6,1.12184
32:12.7,163.266,32:12.7,134.399,32:12.7,1.12329
32:12.8,164.048,32:12.8,134.297,32:12.8,1.12426
32:12.9,164.871,32:12.9,134.677,32:12.9,1.12603
32:13.0,165.746,32:13.0,134.57,32:13.0,1.12705
32:13.1,166.642,32:13.1,134.557,32:13.1,1.12866
32:13.2,167.505,32:13.2,134.421,32:13.2,1.13034
32:13.3,168.382,32:13.3,134.393,32:13.3,1.13167
32:13.4,169.206,32:13.4,134.396,32:13.4,1.13307
32:13.5,170.248,32:13.5,134.438,32:13.5,1.13526
32:13.6,171.009,32:13.6,134.399,32:13.6,1.1366
32:13.7,172.007,32:13.7,134.623,32:13.7,1.13732
32:13.8,172.879,32:13.8,134.507,32:13.8,1.13878
32:13.9,173.833,32:13.9,134.647,32:13.9,1.14048
32:14.0,174.837,32:14.0,134.522,32:14.0,1.14134
32:14.1,175.673,32:14.1,134.443,32:14.1,1.14314
32:14.2,176.762,32:14.2,134.558,32:14.2,1.1446
32:14.3,177.648,32:14.3,134.458,32:14.3,1.14621
32:14.4,178.714,32:14.4,134.454,32:14.4,1.14709
32:14.5,179.613,32:14.5,134.475,32:14.5,1.14814
32:14.6,180.585,32:14.6,134.542,32:14.6,1.1498
32:14.7,181.711,32:14.7,134.652,32:14.7,1.15141
32:14.8,182.725,32:14.8,134.428,32:14.8,1.1523
32:14.9,183.624,32:14.9,134.433,32:14.9,1.15425
32:15.0,184.715,32:15.0,134.485,32:15.0,1.15536
32:15.1,185.711,32:15.1,134.571,32:15.1,1.15641
32:15.2,185.479,32:15.2,134.405,32:15.2,1.15774
32:15.3,184.869,32:15.3,134.473,32:15.3,1.15769
32:15.4,184.47,32:15.4,134.615,32:15.4,1.15809
32:15.5,184.213,32:15.5,134.492,32:15.5,1.15748
32:15.6,183.936,32:15.6,134.604,32:15.6,1.15767
32:15.7,183.705,32:15.7,134.507,32:15.7,1.15742
32:15.8,183.549,32:15.8,134.464,32:15.8,1.15792
32:15.9,183.325,32:15.9,134.548,32:15.9,1.15834
32:16.0,183.184,32:16.0,134.649,32:16.0,1.15848
32:16.1,183.192,32:16.1,134.709,32:16.1,1.15785
32:16.2,183.114,32:16.2,134.627,32:16.2,1.1581
32:16.3,182.889,32:16.3,134.56,32:16.3,1.15856
32:16.4,182.832,32:16.4,134.613,32:16.4,1.1585
32:16.5,182.808,32:16.5,134.718,32:16.5,1.15794
32:16.6,182.662,32:16.6,134.723,32:16.6,1.15804
32:16.7,182.567,32:16.7,134.501,32:16.7,1.15842
32:16.8,182.528,32:16.8,134.746,32:16.8,1.15796
32:16.9,182.421,32:16.9,134.603,32:16.9,1.1583
32:17.0,182.333,32:17.0,134.593,32:17.0,1.15892
32:17.1,182.382,32:17.1,134.8,32:17.1,1.15829
32:17.2,182.267,32:17.2,134.734,32:17.2,1.15854
32:17.3,182.164,32:17.3,134.762,32:17.3,1.15893
32:17.4,182.163,32:17.4,134.491,32:17.4,1.15881
32:17.5,182.126,32:17.5,134.664,32:17.5,1.15836
32:17.6,182.008,32:17.6,134.605,32:17.6,1.15879
32:17.7,182.135,32:17.7,134.659,32:17.7,1.15886
32:17.8,181.963,32:17.8,134.769,32:17.8,1.15834
32:17.9,181.919,32:17.9,134.655,32:17.9,1.15838
32:18.0,181.874,32:18.0,134.415,32:18.0,1.15863
32:18.1,181.767,32:18.1,134.7,32:18.1,1.15914
32:18.2,181.793,32:18.2,134.508,32:18.2,1.15874
32:18.3,181.752,32:18.3,134.555,32:18.3,1.15874
32:18.4,181.636,32:18.4,134.606,32:18.4,1.15843
32:18.5,181.655,32:18.5,134.753,32:18.5,1.15938
32:18.6,181.626,32:18.6,134.516,32:18.6,1.15865
32:18.7,181.594,32:18.7,134.723,32:18.7,1.15829
32:18.8,181.531,32:18.8,134.63,32:18.8,1.15821
32:18.9,181.543,32:18.9,134.692,32:18.9,1.1592
32:19.0,181.464,32:19.0,134.646,32:19.0,1.15902
32:19.1,181.412,32:19.1,134.682,32:19.1,1.15879
32:19.2,181.464,32:19.2,134.654,32:19.2,1.15873
32:19.3,181.38,32:19.3,134.528,32:19.3,1.15844
32:19.4,181.392,32:19.4,134.742,32:19.4,1.15853
32:19.5,181.386,32:19.5,134.691,32:19.5,1.15914
32:19.6,181.311,32:19.6,134.701,32:19.6,1.15854
32:19.7,181.222,32:19.7,134.735,32:19.7,1.15901
32:19.8,181.236,32:19.8,134.641,32:19.8,1.15874
32:19.9,181.21,32:19.9,134.792,32:19.9,1.15838
32:20.0,181.161,32:20.0,134.684,32:20.0,1.15854
32:20.1,181.161,32:20.1,134.555,32:20.1,1.15931
32:20.2,181.139,32:20.2,134.747,32:20.2,1.15963
32:20.3,181.139,32:20.3,134.8,32:20.3,1.15839
32:20.4,181.129,32:20.4,134.65,32:20.4,1.15871
32:20.5,180.992,32:20.5,134.619,32:20.5,1.15923
32:20.6,180.992,32:20.6,134.674,32:20.6,1.1586
32:20.7,180.879,32:20.7,134.673,32:20.7,1.15895
32:20.8,180.947,32:20.8,134.69,32:20.8,1.15838
32:20.9,180.876,32:20.9,134.635,32:20.9,1.15907
32:21.0,180.935,32:21.0,134.738,32:21.0,1.15874
32:21.1,180.922,32:21.1,134.671,32:21.1,1.15919
32:21.2,180.895,32:21.2,134.803,32:21.2,1.15881
32:21.3,180.83,32:21.3,134.64,32:21.3,1.15925
32:21.4,180.834,32:21.4,134.822,32:21.4,1.15931
32:21.5,180.82,32:21.5,134.769,32:21.5,1.15865
32:21.6,180.813,32:21.6,134.587,32:21.6,1.15901
32:21.7,180.745,32:21.7,134.668,32:21.7,1.15905
32:21.8,180.757,32:21.8,134.6,32:21.8,1.15939
32:21.9,180.655,32:21.9,134.81,32:21.9,1.15905
32:22.0,180.652,32:22.0,134.715,32:22.0,1.15874
32:22.1,180.685,32:22.1,134.645,32:22.1,1.15861
32:22.2,180.687,32:22.2,134.592,32:22.2,1.15922
32:22.3,180.591,32:22.3,134.45,32:22.3,1.15889
32:22.4,180.582,32:22.4,134.7,32:22.4,1.15908
32:22.5,180.672,32:22.5,134.782,32:22.5,1.1591
32:22.6,180.664,32:22.6,134.547,32:22.6,1.15918
32:22.7,180.61,32:22.7,134.741,32:22.7,1.15962
32:22.8,180.548,32:22.8,134.705,32:22.8,1.15912
32:22.9,180.537,32:22.9,134.822,32:22.9,1.15911
32:23.0,180.507,32:23.0,134.739,32:23.0,1.1589
32:23.1,180.517,32:23.1,134.67,32:23.1,1.15915
32:23.2,180.532,32:23.2,134.688,32:23.2,1.15856
32:23.3,180.789,32:23.3,134.61,32:23.3,1.15907
32:23.4,180.306,32:23.4,134.517,32:23.4,1.16006
32:23.5,176.129,32:23.5,134.707,32:23.5,1.1601
32:23.6,173.791,32:23.6,134.853,32:23.6,1.1602
32:23.7,172.458,32:23.7,134.551,32:23.7,1.16031
32:23.8,170.821,32:23.8,134.718,32:23.8,1.15956
32:23.9,167.907,32:23.9,134.987,32:23.9,1.16073
32:24.0,165.544,32:24.0,134.943,32:24.0,1.15988
32:24.1,163.619,32:24.1,135.073,32:24.1,1.16006
32:24.2,161.521,32:24.2,135.093,32:24.2,1.15908
32:24.3,159.198,32:24.3,135.127,32:24.3,1.15913
32:24.4,157.093,32:24.4,135.202,32:24.4,1.15837
32:24.5,154.934,32:24.5,135.373,32:24.5,1.15705
32:24.6,152.96,32:24.6,135.382,32:24.6,1.1556
32:24.7,151.238,32:24.7,135.328,32:24.7,1.15564
32:24.8,149.476,32:24.8,135.51,32:24.8,1.15414
32:24.9,147.756,32:24.9,135.603,32:24.9,1.15264
32:25.0,146.307,32:25.0,135.556,32:25.0,1.15214
32:25.1,144.899,32:25.1,135.559,32:25.1,1.15038
32:25.2,143.488,32:25.2,135.522,32:25.2,1.15008
32:25.3,141.976,32:25.3,135.647,32:25.3,1.14832
32:25.4,140.564,32:25.4,135.681,32:25.4,1.14768
32:25.5,139.047,32:25.5,135.748,32:25.5,1.14641
32:25.6,137.669,32:25.6,135.814,32:25.6,1.145
32:25.7,136.353,32:25.7,135.984,32:25.7,1.14372
32:25.8,134.964,32:25.8,135.712,32:25.8,1.14333
32:25.9,133.591,32:25.9,135.871,32:25.9,1.14141
32:26.0,132.232,32:26.0,135.955,32:26.0,1.14049
32:26.1,130.926,32:26.1,136.069,32:26.1,1.13933
32:26.2,129.513,32:26.2,135.899,32:26.2,1.13766
32:26.3,128.383,32:26.3,135.921,32:26.3,1.13694
32:26.4,127.111,32:26.4,136.026,32:26.4,1.1349
32:26.5,125.778,32:26.5,136.114,32:26.5,1.13419
32:26.6,124.683,32:26.6,135.967,32:26.6,1.13306
32:26.7,123.385,32:26.7,136.005,32:26.7,1.13243
32:26.8,122.215,32:26.8,136.182,32:26.8,1.1308
32:26.9,121.162,32:26.9,136.046,32:26.9,1.12965
32:27.0,120.236,32:27.0,136.088,32:27.0,1.12811
32:27.1,119.212,32:27.1,136.218,32:27.1,1.12739
32:27.2,118.493,32:27.2,136.115,32:27.2,1.12628
32:27.3,117.615,32:27.3,136.237,32:27.3,1.12437
32:27.4,116.951,32:27.4,136.227,32:27.4,1.12364
32:27.5,116.149,32:27.5,136.144,32:27.5,1.12195
32:27.6,115.437,32:27.6,136.208,32:27.6,1.12001
32:27.7,114.751,32:27.7,136.013,32:27.7,1.11892
32:27.8,114.146,32:27.8,136.239,32:27.8,1.11795
32:27.9,113.406,32:27.9,136.223,32:27.9,1.11639
32:28.0,112.951,32:28.0,136.326,32:28.0,1.11417
32:28.1,112.292,32:28.1,136.198,32:28.1,1.11337
32:28.2,111.662,32:28.2,136.406,32:28.2,1.1119
32:28.3,111.168,32:28.3,136.246,32:28.3,1.11014
32:28.4,110.576,32:28.4,136.346,32:28.4,1.10876
32:28.5,110.072,32:28.5,136.296,32:28.5,1.10763
32:28.6,109.642,32:28.6,136.381,32:28.6,1.106
32:28.7,109.073,32:28.7,136.342,32:28.7,1.10395
32:28.8,108.747,32:28.8,136.215,32:28.8,1.10296
32:28.9,108.174,32:28.9,136.239,32:28.9,1.10164
32:29.0,107.774,32:29.0,136.294,32:29.0,1.0996
32:29.1,107.359,32:29.1,136.171,32:29.1,1.09852
32:29.2,106.983,32:29.2,136.464,32:29.2,1.09689
32:29.3,106.5,32:29.3,136.339,32:29.3,1.09534
32:29.4,106.077,32:29.4,136.296,32:29.4,1.09376
32:29.5,105.617,32:29.5,136.193,32:29.5,1.09201
32:29.6,105.258,32:29.6,136.325,32:29.6,1.09091
32:29.7,104.932,32:29.7,136.145,32:29.7,1.08904
32:29.8,104.329,32:29.8,136.349,32:29.8,1.08868
32:29.9,103.999,32:29.9,136.352,32:29.9,1.0861
32:30.0,103.668,32:30.0,136.429,32:30.0,1.08505
32:30.1,103.271,32:30.1,136.331,32:30.1,1.0829
32:30.2,102.93,32:30.2,136.376,32:30.2,1.08144
32:30.3,102.6,32:30.3,136.362,32:30.3,1.07951
32:30.4,102.704,32:30.4,136.203,32:30.4,1.07828
32:30.5,102.514,32:30.5,136.249,32:30.5,1.07682
32:30.6,102.543,32:30.6,136.564,32:30.6,1.0745
32:30.7,102.547,32:30.7,136.397,32:30.7,1.07261
32:30.8,102.476,32:30.8,136.301,32:30.8,1.07113
32:30.9,102.493,32:30.9,136.202,32:30.9,1.06989
32:31.0,102.436,32:31.0,136.373,32:31.0,1.06753
32:31.1,102.33,32:31.1,136.226,32:31.1,1.06531
32:31.2,102.334,32:31.2,136.425,32:31.2,1.06393
32:31.3,102.303,32:31.3,136.301,32:31.3,1.06157
32:31.4,102.116,32:31.4,136.377,32:31.4,1.06049
32:31.5,102.157,32:31.5,136.199,32:31.5,1.05851
32:31.6,102.118,32:31.6,136.337,32:31.6,1.05631
32:31.7,102.042,32:31.7,136.221,32:31.7,1.05457
32:31.8,102.094,32:31.8,136.147,32:31.8,1.05236
32:31.9,102.093,32:31.9,136.331,32:31.9,1.05096
32:32.0,102.062,32:32.0,136.269,32:32.0,1.04969
32:32.1,101.832,32:32.1,136.359,32:32.1,1.04727
32:32.2,101.884,32:32.2,136.307,32:32.2,1.04541
32:32.3,101.901,32:32.3,136.124,32:32.3,1.04357
32:32.4,101.854,32:32.4,136.2,32:32.4,1.04204
32:32.5,101.768,32:32.5,136.224,32:32.5,1.04035
32:32.6,101.757,32:32.6,136.225,32:32.6,1.03738
32:32.7,101.737,32:32.7,136.39,32:32.7,1.03609
32:32.8,101.618,32:32.8,136.293,32:32.8,1.03392
32:32.9,101.669,32:32.9,136.268,32:32.9,1.03243
32:33.0,101.551,32:33.0,136.17,32:33.0,1.02949
32:33.1,101.592,32:33.1,136.267,32:33.1,1.02822
32:33.2,101.495,32:33.2,136.152,32:33.2,1.02626
32:33.3,101.444,32:33.3,136.097,32:33.3,1.0243
32:33.4,101.562,32:33.4,136.207,32:33.4,1.0227
32:33.5,101.463,32:33.5,136.197,32:33.5,1.02111
32:33.6,101.413,32:33.6,136.271,32:33.6,1.01897
32:33.7,101.291,32:33.7,136.146,32:33.7,1.01719
32:33.8,101.378,32:33.8,136.352,32:33.8,1.01475
32:33.9,101.278,32:33.9,136.192,32:33.9,1.01261
32:34.0,101.393,32:34.0,136.154,32:34.0,1.01165
32:34.1,101.167,32:34.1,136.287,32:34.1,1.00868
32:34.2,101.288,32:34.2,136.172,32:34.2,1.00692
32:34.3,101.21,32:34.3,136.005,32:34.3,1.00501
32:34.4,101.203,32:34.4,136.198,32:34.4,1.00401
32:34.5,101.214,32:34.5,136.09,32:34.5,1.001
32:34.6,101.779,32:34.6,136.155,32:34.6,1.00044
32:34.7,102.228,32:34.7,136.122,32:34.7,1.00005
32:34.8,102.454,32:34.8,135.979,32:34.8,0.999781
32:34.9,102.643,32:34.9,136.165,32:34.9,0.999967
32:35.0,102.782,32:35.0,135.978,32:35.0,0.999851
32:35.1,102.904,32:35.1,136.035,32:35.1,0.999491
32:35.2,102.993,32:35.2,136.068,32:35.2,0.999868
32:35.3,102.955,32:35.3,136.082,32:35.3,0.99945
32:35.4,102.973,32:35.4,136.116,32:35.4,0.999397
32:35.5,103.043,32:35.5,136.15,32:35.5,0.999793
32:35.6,103.087,32:35.6,136.064,32:35.6,0.999771
32:35.7,103.06,32:35.7,136.297,32:35.7,0.99924
32:35.8,103.278,32:35.8,136.112,32:35.8,0.999299
32:35.9,103.224,32:35.9,135.974,32:35.9,0.999462
32:36.0,103.234,32:36.0,136.063,32:36.0,0.999306
32:36.1,103.222,32:36.1,135.959,32:36.1,0.998876
32:36.2,103.265,32:36.2,136.013,32:36.2,0.999482
32:36.3,103.396,32:36.3,136.171,32:36.3,0.9996
32:36.4,103.311,32:36.4,135.973,32:36.4,0.999031
32:36.5,103.374,32:36.5,135.973,32:36.5,0.999514
32:36.6,103.378,32:36.6,135.981,32:36.6,0.999704
32:36.7,103.392,32:36.7,135.97,32:36.7,0.999
32:36.8,103.354,32:36.8,135.842,32:36.8,0.999353
32:36.9,103.464,32:36.9,136.037,32:36.9,0.999549
32:37.0,103.388,32:37.0,136.134,32:37.0,0.999234
32:37.1,103.461,32:37.1,135.969,32:37.1,0.999493
32:37.2,103.532,32:37.2,135.883,32:37.2,0.999408
32:37.3,103.487,32:37.3,136.11,32:37.3,0.999006
32:37.4,103.525,32:37.4,136.139,32:37.4,0.999246
32:37.5,103.512,32:37.5,136.01,32:37.5,0.999501
32:37.6,103.475,32:37.6,136.107,32:37.6,0.999154
32:37.7,103.514,32:37.7,135.944,32:37.7,0.998887
32:37.8,103.586,32:37.8,136.264,32:37.8,0.999283
32:37.9,103.584,32:37.9,136.19,32:37.9,0.9992
32:38.0,103.568,32:38.0,136.107,32:38.0,0.999306
32:38.1,103.599,32:38.1,135.989,32:38.1,0.998991
32:38.2,103.566,32:38.2,136.145,32:38.2,0.999436
32:38.3,103.547,32:38.3,135.928,32:38.3,0.999871
32:38.4,103.008,32:38.4,135.928,32:38.4,0.99903
32:38.5,102.755,32:38.5,136.009,32:38.5,0.999234
32:38.6,102.942,32:38.6,136.159,32:38.6,0.998816
32:38.7,102.785,32:38.7,136.108,32:38.7,0.998676
32:38.8,103.245,32:38.8,136.029,32:38.8,0.997946
32:38.9,104.108,32:38.9,136.05,32:38.9,0.998311
32:39.0,104.794,32:39.0,136.019,32:39.0,0.99829
32:39.1,105.607,32:39.1,136.122,32:39.1,0.998676
32:39.2,106.276,32:39.2,135.971,32:39.2,0.99792
32:39.3,107.059,32:39.3,135.977,32:39.3,0.998269
32:39.4,107.912,32:39.4,136.099,32:39.4,0.997111
32:39.5,108.654,32:39.5,136.066,32:39.5,0.998391
32:39.6,109.497,32:39.6,135.9,32:39.6,0.998279
32:39.7,110.378,32:39.7,135.864,32:39.7,0.998551
32:39.8,111.115,32:39.8,136.044,32:39.8,0.99823
32:39.9,111.818,32:39.9,135.911,32:39.9,0.998415
32:40.0,112.663,32:40.0,135.833,32:40.0,0.997791
32:40.1,113.488,32:40.1,135.726,32:40.1,0.998595
32:40.2,114.141,32:40.2,135.846,32:40.2,0.998129
32:40.3,114.841,32:40.3,135.72,32:40.3,0.998541
32:40.4,115.447,32:40.4,135.833,32:40.4,0.998294
32:40.5,116.104,32:40.5,135.8,32:40.5,0.998437
32:40.6,116.715,32:40.6,135.81,32:40.6,0.997929
32:40.7,117.579,32:40.7,135.778,32:40.7,0.998483
32:40.8,118.294,32:40.8,135.751,32:40.8,0.998565
32:40.9,118.954,32:40.9,135.68,32:40.9,0.998504
32:41.0,119.542,32:41.0,135.589,32:41.0,0.998458
32:41.1,120.216,32:41.1,135.615,32:41.1,0.998661
32:41.2,120.86,32:41.2,135.738,32:41.2,0.998017
32:41.3,121.605,32:41.3,135.752,32:41.3,0.998824
32:41.4,122.083,32:41.4,135.747,32:41.4,0.998321
32:41.5,122.63,32:41.5,135.55,32:41.5,0.998857
32:41.6,123.168,32:41.6,135.609,32:41.6,0.998598
32:41.7,123.782,32:41.7,135.595,32:41.7,0.998756
32:41.8,124.291,32:41.8,135.662,32:41.8,0.998688
32:41.9,124.88,32:41.9,135.489,32:41.9,0.99854
32:42.0,125.321,32:42.0,135.566,32:42.0,0.998849
32:42.1,125.743,32:42.1,135.335,32:42.1,0.99818
32:42.2,126.131,32:42.2,135.305,32:42.2,0.998485
32:42.3,126.686,32:42.3,135.482,32:42.3,0.999133
32:42.4,127.006,32:42.4,135.405,32:42.4,0.998609
32:42.5,127.421,32:42.5,135.461,32:42.5,0.999105
